player_name,club,position,assists,corner_taken,offsides,dribbles,total_attempts,on_target,off_target,blocked,balls_recoverd,tackles_won,tackles_lost,clearance_attempted,fouls_committed,fouls_suffered,red,yellow,pass_attempted,pass_completed,cross_attempted,cross_complted,freekicks_taken,match_played,saved,conceded,saved_penalties,cleansheets,punches made,goals,goals_right_foot,goals_left_foot,goals_headers,goals_others,goals_inside_area,goals_outside_areas,penalties,minutes_played,match_played,distance_covered
Meite,Benfica,Midfielder,0,0,0,0,1,0,1,0,9,0,0,3,1,7,0,0,41,35,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,155,3,19.9
Taarabt,Benfica,Midfielder,0,0,0,0,0,0,0,0,13,1,3,1,5,4,2,0,149,127,4,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,343,9,45.2
Lázaro,Benfica,Midfielder,0,0,0,0,0,0,0,0,4,1,1,4,2,1,0,0,47,38,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,114,6,15.6
Paulo Bernardo,Benfica,Midfielder,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,8.3
Gil Dias,Benfica,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7
Montero,Beşiktaş,Defender,0,0,0,0,1,1,0,0,27,6,6,11,4,3,2,0,168,147,0,0,8,4,0,0,0,0,0,1,0,0,1,0,1,0,0,306,4,34.6
Rosier,Beşiktaş,Defender,0,0,0,0,1,0,1,0,23,3,4,9,4,3,0,0,177,150,14,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,405,5,46.8
Serdar Saatçı,Beşiktaş,Defender,0,0,0,0,1,0,1,0,9,0,0,6,0,0,0,0,22,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,9.5
N'Sakala,Beşiktaş,Defender,0,0,0,0,1,0,0,1,14,3,4,5,0,0,0,0,161,134,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,3,30.1
Welinton,Beşiktaş,Defender,0,0,0,0,0,0,0,0,31,4,9,11,6,1,1,1,183,158,4,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,313,4,33
Vida,Beşiktaş,Defender,0,0,0,0,0,0,0,0,16,1,0,2,4,4,1,0,99,90,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2,19.1
Meraş,Beşiktaş,Defender,0,0,0,0,0,0,0,0,12,0,1,8,1,2,0,0,88,71,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,253,3,29.9
Rıdvan Yılmaz,Beşiktaş,Defender,0,0,0,0,0,0,0,0,10,0,0,3,1,2,0,0,57,44,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,135,2,15.3
Batshuayi,Beşiktaş,Forward,0,0,0,0,10,2,7,1,4,0,2,2,6,3,1,0,88,66,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,383,5,43.5
Larin,Beşiktaş,Forward,0,0,0,0,8,5,2,1,7,2,5,4,7,11,3,0,100,78,1,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,354,5,40.2
Kenan Karaman,Beşiktaş,Forward,0,0,0,0,2,0,0,2,7,2,0,1,4,2,0,0,74,56,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,264,5,33.7
Ersin Destanoğlu,Beşiktaş,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,101,0,0,7,0,20,17,0,0,0,0,0,0,0,0,0,0,0,450,5,29.3
Günok,Beşiktaş,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,90,1,4.8
Pjanic,Beşiktaş,Midfielder,2,9,0,4,3,0,3,0,16,1,1,2,2,6,1,0,216,182,10,6,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,261,3,32.7
Ghezzal,Beşiktaş,Midfielder,0,0,0,0,8,2,6,0,8,1,6,0,4,6,1,0,161,113,14,2,3,5,0,0,0,0,0,1,0,1,0,0,1,0,1,345,5,38.3
Hutchinson,Beşiktaş,Midfielder,0,0,0,0,4,2,2,0,5,1,0,0,2,3,1,0,90,77,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,156,4,19.9
Souza,Beşiktaş,Midfielder,0,0,0,0,3,0,2,1,40,12,8,9,7,3,3,1,267,237,1,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,442,5,55.5
Mehmet Topal,Beşiktaş,Midfielder,0,0,0,0,3,0,0,3,14,1,0,3,1,1,0,0,81,70,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,261,3,29.6
Bozdoğan,Beşiktaş,Midfielder,0,0,0,0,2,0,2,0,4,1,0,0,4,7,1,0,52,39,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,219,4,28.3
Alex Teixeira,Beşiktaş,Midfielder,0,0,0,0,1,0,1,0,7,2,0,0,2,4,1,0,50,44,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,184,3,18.6
N'Koudou,Beşiktaş,Midfielder,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,41,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,10.9
Salih Uçan,Beşiktaş,Midfielder,0,0,0,0,0,0,0,0,11,2,2,0,2,0,0,0,57,50,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,15.4
Necip Uysal,Beşiktaş,Midfielder,0,0,0,0,0,0,0,0,5,2,2,3,2,1,0,0,55,37,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,189,3,19.8
Gökhan Töre,Beşiktaş,Midfielder,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4,11.2
Oğuzhan Özyakup,Beşiktaş,Midfielder,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,7.4
Berkay Vardar,Beşiktaş,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1.9
Azpilicueta,Chelsea,Defender,1,0,0,3,3,3,0,0,26,3,3,9,9,3,1,0,491,434,19,3,3,9,0,0,0,0,0,1,1,0,0,0,1,0,0,679,9,82
Christensen,Chelsea,Defender,1,0,0,1,3,2,0,1,41,6,4,14,7,4,0,0,552,517,2,1,7,8,0,0,0,0,0,1,1,0,0,0,1,0,0,603,8,62.6
Thiago Silva,Chelsea,Defender,1,0,0,0,7,1,2,4,65,4,5,17,6,5,1,0,607,571,2,2,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,757,9,71.7
James,Chelsea,Defender,0,0,0,0,12,5,3,4,27,1,1,6,5,7,1,0,359,324,23,7,14,6,0,0,0,0,0,1,1,0,0,0,1,0,0,505,6,54.6
Alonso,Chelsea,Defender,0,0,0,0,12,4,4,4,17,1,2,4,11,7,1,0,300,258,34,13,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,548,8,68.9
Rüdiger,Chelsea,Defender,0,0,0,0,11,1,8,2,46,5,4,16,11,3,2,0,750,681,4,0,12,9,0,0,0,0,0,1,0,0,1,0,1,0,0,840,9,88.4
Chilwell,Chelsea,Defender,0,0,0,0,8,1,6,1,5,0,1,1,2,1,0,0,87,71,15,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,188,4,23.3
Chalobah,Chelsea,Defender,0,0,0,0,3,1,2,0,7,0,1,4,3,0,1,0,106,92,1,0,5,3,0,0,0,0,0,1,1,0,0,0,1,0,0,175,3,20.4
Sarr,Chelsea,Defender,0,0,0,0,0,0,0,0,9,1,0,7,0,0,0,0,71,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,11.9
Werner,Chelsea,Forward,2,0,1,10,10,5,0,5,8,0,0,0,0,0,0,0,71,58,3,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,246,5,29.8
Loftus-Cheek,Chelsea,Forward,1,0,0,15,5,1,3,1,11,2,2,2,5,9,2,0,252,229,7,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,358,8,44.2
Lukaku,Chelsea,Forward,0,0,0,0,11,3,6,2,2,1,0,0,2,2,0,0,61,49,4,3,0,6,0,0,0,0,0,2,0,1,1,0,2,0,0,320,6,31.5
Mendy,Chelsea,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,173,0,0,7,0,9,7,0,5,2,0,0,0,0,0,0,0,0,840,9,57.4
Kepa,Chelsea,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,90,1,5.6
Ziyech,Chelsea,Midfielder,2,23,0,12,13,6,2,5,11,2,3,1,13,8,2,0,240,186,41,11,3,9,0,0,0,0,0,1,0,1,0,0,1,0,0,446,9,53.5
Mount,Chelsea,Midfielder,2,7,0,6,11,3,5,3,17,1,3,0,10,6,0,0,268,225,27,7,2,7,0,0,0,0,0,1,1,0,0,0,1,0,0,538,7,60.3
Hudson-Odoi,Chelsea,Midfielder,2,1,1,15,7,3,0,4,7,0,2,0,4,3,1,0,149,134,10,4,0,5,0,0,0,0,0,1,0,1,0,0,1,0,0,289,5,32.3
Jorginho,Chelsea,Midfielder,2,1,0,1,4,2,1,1,38,5,2,2,9,8,0,0,519,477,4,2,12,8,0,0,0,0,0,2,2,0,0,0,2,0,2,561,8,68.7
Pulišić,Chelsea,Midfielder,1,0,1,11,6,2,4,0,3,1,2,0,4,4,0,0,123,106,4,1,0,7,0,0,0,0,0,2,2,0,0,0,2,0,0,367,7,47.3
Kanté,Chelsea,Midfielder,1,0,0,4,3,0,2,1,29,3,6,4,12,2,0,0,274,245,4,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,427,6,52.2
Havertz,Chelsea,Midfielder,0,0,0,0,26,11,9,6,7,0,3,6,12,9,1,0,248,210,3,2,0,9,0,0,0,0,0,3,0,1,2,0,3,0,0,672,9,86.3
Saúl Ñíguez,Chelsea,Midfielder,0,0,0,0,5,2,3,0,8,4,0,5,3,1,0,0,92,79,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,159,5,23
Kovačić,Chelsea,Midfielder,0,0,0,0,4,0,2,2,16,5,7,1,6,4,0,0,457,425,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,426,6,50.3
Barkley,Chelsea,Midfielder,0,0,0,0,3,1,1,1,3,0,0,0,0,0,0,0,69,61,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,12.7
Sobol,Club Brugge,Defender,1,0,0,4,2,0,2,0,14,3,1,11,3,2,0,0,96,74,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,331,4,39.1
Ricca,Club Brugge,Defender,0,0,0,0,3,0,3,0,12,0,0,11,0,0,0,0,61,47,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,4,21.9
Clinton Mata,Club Brugge,Defender,0,0,0,0,2,1,1,0,22,4,4,14,7,10,1,0,200,144,11,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,528,6,59.9
Hendry,Club Brugge,Defender,0,0,0,0,2,1,0,1,42,4,2,18,4,2,0,0,175,148,1,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,540,6,61
Nsoki,Club Brugge,Defender,0,0,0,0,0,0,0,0,41,2,5,27,7,2,1,0,184,162,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,484,6,56.8
Van Der Brempt,Club Brugge,Defender,0,0,0,0,0,0,0,0,11,3,2,2,5,4,0,0,58,40,7,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,162,5,21.5
Mechele,Club Brugge,Defender,0,0,0,0,0,0,0,0,5,0,1,5,0,0,0,0,38,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,3,16.5
Mbamba-Muanda,Club Brugge,Defender,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,8.7
Maouassa,Club Brugge,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2
Lang,Club Brugge,Forward,1,12,5,17,10,5,2,3,16,3,4,3,2,8,3,0,214,152,24,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,528,6,68.9
De Ketelaere,Club Brugge,Forward,1,6,10,6,8,5,2,1,9,0,1,1,1,11,0,0,157,116,13,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,500,6,58.5
Sowah,Club Brugge,Forward,0,0,0,0,6,0,3,3,11,1,6,4,5,2,0,0,110,77,14,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,298,5,38.4
Dost,Club Brugge,Forward,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,8.6
Izquierdo,Club Brugge,Forward,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1.3
Wesley,Club Brugge,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,3.7
Mignolet,Club Brugge,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,166,0,0,18,0,28,20,0,0,1,0,0,0,0,0,0,0,0,540,6,33.2
Vormer,Club Brugge,Midfielder,1,6,1,0,2,0,1,1,3,2,2,1,3,0,0,0,80,68,10,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,156,4,20.9
Vanaken,Club Brugge,Midfielder,1,2,0,7,12,6,1,5,22,0,1,3,3,5,0,0,288,241,1,1,7,6,0,0,0,0,0,3,3,0,0,0,3,0,0,540,6,69.4
Rits,Club Brugge,Midfielder,0,0,0,0,8,4,2,2,14,3,2,2,2,4,0,0,129,101,3,1,3,6,0,0,0,0,0,2,1,1,0,0,2,0,0,417,6,53.9
Sandra,Club Brugge,Midfielder,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,6.9
Balanta,Club Brugge,Midfielder,0,0,0,0,0,0,0,0,37,3,7,9,18,3,4,0,155,124,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,407,5,50.7
Meunier,Borussia Dortmund,Defender,1,0,1,7,1,1,0,0,42,0,3,9,6,1,1,0,271,212,18,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,484,6,65.6
Schulz,Borussia Dortmund,Defender,1,0,0,2,0,0,0,0,10,0,2,0,2,0,0,0,129,110,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,195,4,24.5
Hummels,Borussia Dortmund,Defender,0,0,0,0,3,0,3,0,28,1,7,12,6,1,1,1,310,277,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,358,5,41.2
Akanji,Borussia Dortmund,Defender,0,0,0,0,2,0,1,1,39,2,3,12,1,2,0,0,299,262,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,50.6
Guerreiro,Borussia Dortmund,Defender,0,0,0,0,2,0,1,1,8,0,1,2,0,0,0,0,129,111,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,3,23.1
Pongračić,Borussia Dortmund,Defender,0,0,0,0,0,0,0,0,9,2,0,2,1,0,0,0,89,78,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,170,5,20.6
Zagadou,Borussia Dortmund,Defender,0,0,0,0,0,0,0,0,7,0,0,3,2,0,1,0,111,103,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,12.3
Emre Can,Borussia Dortmund,Defender,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,8.4
Haaland,Borussia Dortmund,Forward,0,0,0,0,12,7,5,0,5,0,0,4,2,2,0,0,50,27,1,0,0,3,0,0,0,0,0,3,0,1,2,0,3,0,0,203,3,22.3
Malen,Borussia Dortmund,Forward,0,0,0,0,11,5,3,3,6,0,0,0,6,5,0,0,137,107,6,2,2,6,0,0,0,0,0,3,1,2,0,0,3,0,0,392,6,43.7
Reinier,Borussia Dortmund,Forward,0,0,0,0,2,0,2,0,6,0,2,0,4,0,0,0,71,64,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,126,3,16.7
Tigges,Borussia Dortmund,Forward,0,0,0,0,2,0,1,1,0,0,0,0,4,1,0,0,19,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,13.4
Moukoko,Borussia Dortmund,Forward,0,0,0,0,2,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3.2
Kobel,Borussia Dortmund,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,152,0,0,8,0,14,11,1,2,1,0,0,0,0,0,0,0,0,540,6,35.4
Bellingham,Borussia Dortmund,Midfielder,3,1,1,24,13,4,6,3,24,9,7,5,8,17,1,0,281,246,7,2,4,6,0,0,0,0,0,1,1,0,0,0,1,0,0,503,6,62.3
Dahoud,Borussia Dortmund,Midfielder,2,7,1,3,6,1,1,4,11,0,1,0,2,2,0,0,141,117,5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,212,4,28.2
Reus,Borussia Dortmund,Midfielder,1,5,7,5,15,9,3,3,15,0,1,7,4,3,1,0,215,182,14,1,8,6,0,0,0,0,0,3,3,0,0,0,3,0,2,499,6,62.7
Brandt,Borussia Dortmund,Midfielder,0,0,0,0,4,0,3,1,23,0,1,2,2,2,0,0,240,198,19,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,395,5,51.8
Wolf,Borussia Dortmund,Midfielder,0,0,0,0,3,1,1,1,3,0,5,3,3,0,0,0,66,50,8,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,170,5,24.3
T. Hazard,Borussia Dortmund,Midfielder,0,0,0,0,3,0,2,1,4,0,2,1,0,0,0,0,66,54,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,3,19
Witsel,Borussia Dortmund,Midfielder,0,0,0,0,1,1,0,0,35,2,3,5,5,4,1,0,311,294,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,471,6,59.8
Knauff,Borussia Dortmund,Midfielder,0,0,0,0,1,0,1,0,1,2,2,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,5.1
Passlack,Borussia Dortmund,Midfielder,0,0,0,0,1,0,0,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,7.6
Karavaev,Dynamo Kyiv,Defender,0,0,0,0,3,0,1,2,4,0,1,4,1,3,0,0,57,44,4,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,154,6,21.6
Mykolenko,Dynamo Kyiv,Defender,0,0,0,0,2,1,1,0,22,2,4,9,3,5,0,0,201,171,9,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,56.4
Zabarnyi,Dynamo Kyiv,Defender,0,0,0,0,2,0,2,0,26,2,2,26,5,8,1,0,241,221,1,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,540,6,67.1
Tymchyk,Dynamo Kyiv,Defender,0,0,0,0,1,1,0,0,10,0,1,1,2,3,1,0,94,75,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4,22
Syrota,Dynamo Kyiv,Defender,0,0,0,0,1,0,1,0,23,3,1,24,4,0,0,0,224,194,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,54
Kędziora,Dynamo Kyiv,Defender,0,0,0,0,0,0,0,0,12,4,4,8,3,3,0,0,129,106,6,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,366,5,44.4
Shabanov,Dynamo Kyiv,Defender,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,10.7
Supryaha,Dynamo Kyiv,Forward,0,0,0,0,0,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2,10.9
Shkurin,Dynamo Kyiv,Forward,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,14
Eric Ramirez,Dynamo Kyiv,Forward,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2.7
Boyko,Dynamo Kyiv,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,0,2,0,4,0,0,1,2,0,0,0,0,0,0,0,0,90,1,4.5
Bushchan,Dynamo Kyiv,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,142,0,0,18,0,13,11,0,0,4,0,0,0,0,0,0,0,0,450,5,25.6
Tsygankov,Dynamo Kyiv,Midfielder,1,10,0,8,9,2,4,3,20,1,4,6,3,5,1,0,174,148,9,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,490,6,65.8
Shaparenko,Dynamo Kyiv,Midfielder,0,0,0,0,7,3,4,0,33,4,7,4,7,8,1,0,321,287,9,4,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,486,6,68.7
Garmash,Dynamo Kyiv,Midfielder,0,0,0,0,7,3,1,3,10,2,7,1,11,15,2,0,88,69,2,0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,325,6,42.7
Buyalskiy,Dynamo Kyiv,Midfielder,0,0,0,0,4,3,0,1,8,2,3,1,2,14,1,0,101,84,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,436,5,58.5
De Pena,Dynamo Kyiv,Midfielder,0,0,0,0,4,2,0,2,10,1,1,3,0,0,0,0,124,87,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,6,49
Sydorchuk,Dynamo Kyiv,Midfielder,0,0,0,0,3,1,2,0,37,3,2,8,3,4,2,0,297,262,1,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,536,6,69.1
Verbič,Dynamo Kyiv,Midfielder,0,0,0,0,3,0,1,2,4,1,1,0,3,4,1,0,26,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91,3,13.1
Vitinho,Dynamo Kyiv,Midfielder,0,0,0,0,1,0,1,0,3,0,0,0,1,4,0,0,28,21,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3,13.5
Andriyevskiy,Dynamo Kyiv,Midfielder,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,48,40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,12.9
Shepeliev,Dynamo Kyiv,Midfielder,0,0,0,0,0,0,0,0,5,1,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,8.7
Lednev,Dynamo Kyiv,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2.1
Dumfries,Inter Milan,Defender,1,0,0,5,6,1,4,1,10,1,5,4,12,7,1,0,124,93,14,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,467,7,60.2
Škriniar,Inter Milan,Defender,0,0,0,0,10,3,6,1,38,6,5,26,5,7,1,0,451,416,4,2,11,8,0,0,0,0,0,1,1,0,0,0,1,0,0,720,8,85.1
Dimarco,Inter Milan,Defender,0,0,0,0,6,2,2,2,12,2,0,7,3,2,1,0,158,138,37,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,283,7,36.3
De Vrij,Inter Milan,Defender,0,0,0,0,4,3,1,0,31,4,1,16,5,2,0,0,322,301,0,0,4,6,0,0,0,0,0,1,1,0,0,0,1,0,0,487,6,55.4
Ranocchia,Inter Milan,Defender,0,0,0,0,2,1,1,0,5,0,0,1,2,1,0,0,38,31,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3,10.9
D'Ambrosio,Inter Milan,Defender,0,0,0,0,2,0,2,0,7,1,2,0,4,1,1,0,64,56,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,147,3,19.2
Darmian,Inter Milan,Defender,0,0,0,0,2,0,1,1,3,1,1,2,1,2,1,0,57,41,5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,196,5,25.1
Bastoni,Inter Milan,Defender,0,0,0,0,1,0,1,0,46,2,5,18,11,8,2,0,432,387,11,2,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,666,8,76.6
Kolarov,Inter Milan,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1.1
Alexis Sánchez,Inter Milan,Forward,1,0,3,2,2,1,1,0,4,2,4,0,2,2,2,1,67,54,0,0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,155,6,19
Džeko,Inter Milan,Forward,1,0,2,4,25,12,6,7,6,0,0,5,3,10,0,0,157,116,6,0,1,7,0,0,0,0,0,3,1,1,1,0,3,0,0,541,7,64.6
Martínez,Inter Milan,Forward,0,0,0,0,28,7,10,11,13,4,7,0,7,9,1,0,121,97,1,0,0,8,0,0,0,0,0,1,1,0,0,0,0,1,0,587,8,67.4
Correa,Inter Milan,Forward,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,27,24,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,14.8
Handanovič,Inter Milan,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,230,0,0,7,0,12,7,0,3,5,0,0,0,0,0,0,0,0,720,8,32
Vidal,Inter Milan,Midfielder,2,0,0,2,3,2,0,1,30,10,9,9,10,6,1,0,254,222,3,2,3,7,0,0,0,0,0,1,0,1,0,0,1,0,0,409,7,53.2
Perišić,Inter Milan,Midfielder,1,0,2,13,15,4,7,4,31,1,0,13,6,1,0,0,219,168,47,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,531,8,65.5
Brozović,Inter Milan,Midfielder,0,0,0,0,11,1,4,6,38,6,9,6,5,6,0,0,559,506,8,6,26,8,0,0,0,0,0,1,1,0,0,0,1,0,0,635,8,89.3
Barella,Inter Milan,Midfielder,0,0,0,0,7,0,7,0,13,3,7,2,3,7,0,1,306,265,8,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,496,6,65.4
Hakan Çalhanoğlu,Inter Milan,Midfielder,0,0,0,0,5,1,3,1,14,2,6,2,5,4,0,0,262,225,34,16,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,419,6,55.2
