player_name,club,position,assists,corner_taken,offsides,dribbles,total_attempts,on_target,off_target,blocked,balls_recoverd,tackles_won,tackles_lost,clearance_attempted,fouls_committed,fouls_suffered,red,yellow,pass_attempted,pass_completed,cross_attempted,cross_complted,freekicks_taken,match_played,saved,conceded,saved_penalties,cleansheets,punches made,goals,goals_right_foot,goals_left_foot,goals_headers,goals_others,goals_inside_area,goals_outside_areas,penalties,minutes_played,match_played,distance_covered
Sensi,Inter Milan,Midfielder,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2.2
Vecino,Inter Milan,Midfielder,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,40,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,4,18.9
Gagliardini,Inter Milan,Midfielder,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,11.6
De Sciglio,Juventus,Defender,1,0,0,4,0,0,0,0,24,5,0,4,5,2,0,0,144,126,23,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,286,4,33.3
Danilo,Juventus,Defender,1,0,0,1,2,0,0,2,24,1,8,21,4,6,0,0,362,331,7,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,49.9
Alex Sandro,Juventus,Defender,0,0,0,0,6,1,5,0,32,4,7,11,8,9,0,0,325,284,7,1,11,7,0,0,0,0,0,1,0,0,1,0,1,0,0,553,7,69
Rugani,Juventus,Defender,0,0,0,0,1,1,0,0,15,1,1,4,3,1,0,0,130,122,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,177,4,21.7
De Ligt,Juventus,Defender,0,0,0,0,1,0,0,1,49,4,1,24,3,2,2,0,346,307,1,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,627,7,71.5
Bonucci,Juventus,Defender,0,0,0,0,0,0,0,0,36,2,4,17,0,0,0,0,434,391,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,7,60.6
De Winter,Juventus,Defender,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2,10.8
Chiellini,Juventus,Defender,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1.3
Luca Pellegrini,Juventus,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
Dybala,Juventus,Forward,1,2,0,8,12,5,7,0,7,1,1,0,2,6,0,0,178,156,9,1,3,5,0,0,0,0,0,3,0,3,0,0,3,0,2,255,5,30.6
Morata,Juventus,Forward,0,0,0,0,18,7,8,3,11,0,0,7,5,13,0,0,137,108,4,0,0,7,0,0,0,0,0,2,1,1,0,0,2,0,0,520,7,60.2
Chiesa,Juventus,Forward,0,0,0,0,13,4,8,1,4,0,1,1,5,11,0,0,90,77,12,3,1,4,0,0,0,0,0,2,0,2,0,0,2,0,0,336,4,37.5
Kean,Juventus,Forward,0,0,0,0,9,4,4,1,2,0,0,1,5,0,0,0,44,29,0,0,0,6,0,0,0,0,0,1,0,0,1,0,1,0,0,168,6,20.6
Vlahović,Juventus,Forward,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,29,22,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,180,2,20.9
Da Graca,Juventus,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8
Szczęsny,Juventus,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,145,0,0,8,0,14,10,0,3,3,0,0,0,0,0,0,0,0,630,7,31.4
Perin,Juventus,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,90,1,4.3
Bernardeschi,Juventus,Midfielder,2,7,1,7,7,5,1,1,10,1,1,2,2,4,0,0,131,111,18,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,292,5,36.3
Bentancur,Juventus,Midfielder,1,0,1,2,2,0,2,0,23,3,4,2,5,2,0,0,206,176,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,382,5,48.7
Rabiot,Juventus,Midfielder,0,0,0,0,8,2,4,2,27,6,5,5,6,4,2,0,267,243,5,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,536,7,67.6
Locatelli,Juventus,Midfielder,0,0,0,0,8,0,6,2,24,7,8,1,7,5,1,0,363,316,3,1,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,539,7,69.8
McKennie,Juventus,Midfielder,0,0,0,0,7,3,3,1,15,0,5,3,3,2,0,0,170,153,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,388,6,51.9
Cuadrado,Juventus,Midfielder,0,0,0,0,3,0,3,0,23,1,5,9,3,9,2,0,256,226,28,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,472,7,56.2
Arthur,Juventus,Midfielder,0,0,0,0,2,0,2,0,14,2,1,1,4,4,1,0,293,278,2,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,264,6,35.2
Kulusevski,Juventus,Midfielder,0,0,0,0,1,1,0,0,2,1,0,1,6,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,80,5,14.3
Miretti,Juventus,Midfielder,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8
Zakaria,Juventus,Midfielder,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1.8
Ramsey,Juventus,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,3.2
Zeki Çelik,Lille,Defender,1,0,1,5,4,0,4,0,29,4,4,8,6,3,1,0,297,233,12,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,591,7,71.3
Botman,Lille,Defender,0,0,0,0,3,1,2,0,37,5,2,20,1,3,1,0,248,220,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,418,5,47.4
Fonte,Lille,Defender,0,0,0,0,3,0,2,1,47,9,4,29,6,5,3,0,369,328,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,720,8,81.3
Gudmundsson,Lille,Defender,0,0,0,0,2,0,1,1,10,2,0,4,2,7,1,0,76,53,9,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,243,4,29.1
Tiago Djaló,Lille,Defender,0,0,0,0,1,0,1,0,39,6,2,24,5,8,1,0,276,236,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,533,7,60.5
Bradarić,Lille,Defender,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2
Reinildo,Lille,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,302,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,88.8
Burak Yilmaz,Lille,Forward,0,0,0,0,25,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Lille,Forward,0,0,0,0,12,5,5,2,11,1,0,1,4,12,0,0,148,122,3,3,1,8,0,0,0,0,0,3,1,2,0,0,3,0,1,679,8,86.1
Weah,Lille,Forward,0,0,0,0,5,0,2,3,5,1,0,3,2,2,0,0,66,51,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,255,5,29.4
Bamba,Lille,Forward,0,0,0,0,4,1,0,3,19,1,4,7,7,11,3,0,218,174,25,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,468,6,58.2
Burak Yılmaz,Lille,Forward,0,0,0,0,0,0,0,0,2,0,1,1,8,11,2,0,130,91,12,2,9,7,0,0,0,0,0,3,2,1,0,0,2,1,1,529,7,56.2
Lihadji,Lille,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,4.5
Leo Jardim,Lille,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,180,2,11.1
Grbić,Lille,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,85,0,0,24,0,13,4,0,3,1,0,0,0,0,0,0,0,0,540,6,31.9
Ikoné,Lille,Midfielder,2,0,1,15,11,4,2,5,9,0,0,1,6,2,4,0,97,75,0,0,1,5,0,0,0,0,0,1,1,0,0,0,1,0,0,297,5,35.3
Gomes,Lille,Midfielder,1,0,1,3,3,1,2,0,5,0,2,1,1,4,0,0,54,40,2,1,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,168,4,19.7
André,Lille,Midfielder,0,0,0,0,5,1,1,3,49,12,12,11,9,10,3,0,352,289,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,630,7,80
Renato Sanches,Lille,Midfielder,0,0,0,0,4,1,2,1,12,1,2,6,9,8,0,0,204,163,9,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,407,5,49.2
Xeka,Lille,Midfielder,0,0,0,0,4,0,3,1,19,1,7,4,6,5,3,0,218,180,9,3,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,435,7,54.1
Onana,Lille,Midfielder,0,0,0,0,2,0,1,1,17,6,1,3,1,3,0,0,95,76,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,257,8,34.9
Yusuf Yazıcı,Lille,Midfielder,0,0,0,0,1,0,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,8.7
Ben Arfa,Lille,Midfielder,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,3.6
Zhegrova,Lille,Midfielder,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1.9
Angeliño,RB Leipzig,Defender,3,8,0,4,5,0,2,3,14,2,1,5,4,2,2,1,180,132,30,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,432,5,50.7
Mukiele,RB Leipzig,Defender,1,0,0,3,5,2,2,1,30,3,6,18,9,8,0,0,196,144,15,2,10,6,0,0,0,0,0,1,1,0,0,0,1,0,0,484,6,57
Gvardiol,RB Leipzig,Defender,0,0,0,0,4,0,2,2,39,5,4,12,8,3,0,0,196,162,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,334,6,41.5
Henrichs,RB Leipzig,Defender,0,0,0,0,2,0,2,0,3,1,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,7.2
Simakan,RB Leipzig,Defender,0,0,0,0,1,0,1,0,22,2,3,8,6,3,2,0,158,142,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,297,4,32
Orbán,RB Leipzig,Defender,0,0,0,0,0,0,0,0,25,4,1,10,4,3,1,0,194,176,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,315,4,35.6
Klostermann,RB Leipzig,Defender,0,0,0,0,0,0,0,0,24,3,1,17,3,0,1,0,161,140,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,357,5,42.2
Forsberg,RB Leipzig,Forward,2,9,0,3,11,4,3,4,12,0,2,1,6,4,0,0,164,132,13,7,5,6,0,0,0,0,0,2,2,0,0,0,1,1,1,385,6,48.2
André Silva,RB Leipzig,Forward,2,0,9,5,21,10,6,5,8,0,3,1,8,8,0,0,99,82,3,2,1,6,0,0,0,0,0,3,2,0,1,0,3,0,0,410,6,47.2
Olmo,RB Leipzig,Forward,1,0,0,5,2,0,1,1,1,0,0,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,10.9
Poulsen,RB Leipzig,Forward,1,0,0,2,5,1,2,2,3,0,3,4,4,1,1,0,43,27,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,147,4,18.8
Brobbey,RB Leipzig,Forward,0,0,0,0,0,0,0,0,2,1,0,1,3,3,0,0,23,13,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,14.3
Gulácsi,RB Leipzig,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,145,0,0,21,0,11,14,0,0,0,0,0,0,0,0,0,0,0,450,5,27.2
Martínez,RB Leipzig,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,90,1,6
Laimer,RB Leipzig,Midfielder,1,0,0,4,5,3,1,1,19,2,9,1,11,5,0,0,187,149,6,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,405,6,49.1
Novoa,RB Leipzig,Midfielder,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,3.6
Nkunku,RB Leipzig,Midfielder,0,0,0,0,17,11,4,2,15,1,3,2,10,8,0,0,193,167,15,3,8,6,0,0,0,0,0,7,3,1,3,0,7,0,0,531,6,62.8
Szoboszlai,RB Leipzig,Midfielder,0,0,0,0,4,2,2,0,4,0,0,2,1,3,0,0,105,85,9,4,5,4,0,0,0,0,0,2,1,1,0,0,2,0,1,209,4,26.9
Moriba,RB Leipzig,Midfielder,0,0,0,0,2,0,0,2,1,2,2,0,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,8.7
Haidara,RB Leipzig,Midfielder,0,0,0,0,1,0,1,0,14,5,3,1,3,1,0,0,123,106,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,182,4,24.4
Kampl,RB Leipzig,Midfielder,0,0,0,0,1,0,1,0,15,4,4,2,5,2,1,0,180,165,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,270,3,35.8
Adams,RB Leipzig,Midfielder,0,0,0,0,0,0,0,0,8,5,3,2,6,2,4,0,166,146,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,292,5,38.9
Bonnah,RB Leipzig,Midfielder,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.6
Alexander-Arnold,Liverpool,Defender,4,36,0,9,12,1,6,5,51,0,1,18,5,6,2,0,685,556,81,24,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,794,9,86.8
Robertson,Liverpool,Defender,2,27,1,9,5,2,2,1,44,3,1,14,5,3,1,0,628,512,63,16,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,826,10,97.7
Tsimikas,Liverpool,Defender,2,16,0,4,0,0,0,0,26,1,1,10,4,8,0,0,201,165,40,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,344,5,42.7
Van Dijk,Liverpool,Defender,1,0,2,0,6,3,1,2,62,2,1,29,4,2,1,0,667,609,1,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,810,9,82.8
Konaté,Liverpool,Defender,0,0,0,0,6,2,3,1,53,11,5,17,11,3,1,0,515,465,0,0,16,8,0,0,0,0,0,2,0,0,2,0,2,0,0,720,8,78.5
Matip,Liverpool,Defender,0,0,0,0,5,2,2,1,34,1,4,15,6,1,1,0,498,467,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,630,7,66.2
N. Williams,Liverpool,Defender,0,0,0,0,3,1,1,1,10,2,4,1,4,4,0,0,100,76,7,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,180,3,23.5
Gomez,Liverpool,Defender,0,0,0,0,1,1,0,0,14,0,0,5,1,0,0,0,200,173,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,245,7,30.4
Phillips,Liverpool,Defender,0,0,0,0,0,0,0,0,5,1,0,3,2,0,0,0,37,33,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2,11.2
Salah,Liverpool,Forward,2,0,5,49,42,22,11,9,12,0,0,0,4,12,0,0,426,346,11,1,1,13,0,0,0,0,0,8,0,8,0,0,7,1,1,1008,13,112.0
Diogo Jota,Liverpool,Forward,1,0,4,19,16,7,4,5,13,2,5,1,11,6,2,0,234,189,1,0,0,11,0,0,0,0,0,1,0,0,1,0,1,0,0,578,11,73.9
Luis Díaz,Liverpool,Forward,1,0,2,42,0,0,0,0,16,3,5,2,0,0,0,0,341,282,11,2,0,0,0,0,0,0,0,4,2,1,1,0,4,0,0,385,7,49.9
Origi,Liverpool,Forward,1,0,0,3,12,2,8,2,5,0,1,0,4,6,0,0,47,35,3,0,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,187,7,23.8
Minamino,Liverpool,Forward,0,0,0,0,2,0,2,0,6,0,2,0,3,3,0,0,76,69,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,215,4,29.7
Alisson Becker,Liverpool,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,415,0,0,16,0,15,14,0,4,3,0,0,0,0,0,0,0,0,1170,13,68.8
Jones,Liverpool,Midfielder,2,0,1,0,7,4,1,2,6,0,0,1,3,5,0,0,132,118,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,185,4,27.1
Keïta,Liverpool,Midfielder,2,0,0,6,14,2,8,4,21,2,6,7,15,7,0,0,354,313,4,0,5,10,0,0,0,0,0,1,1,0,0,0,0,1,0,487,10,61.5
Henderson,Liverpool,Midfielder,2,0,0,2,12,4,4,4,29,1,2,1,10,4,0,0,602,530,17,6,6,12,0,0,0,0,0,1,1,0,0,0,0,1,0,666,12,85.7
Oxlade-Chamberlain,Liverpool,Midfielder,1,9,0,6,10,3,4,3,17,1,0,4,2,2,0,0,165,141,10,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,300,6,38.6
Milner,Liverpool,Midfielder,1,4,0,1,2,1,0,1,5,3,3,6,12,4,3,0,157,116,9,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,211,8,32.0
Mané,Liverpool,Midfielder,1,0,9,17,21,8,6,7,9,1,3,1,16,19,2,0,278,219,10,3,1,13,0,0,0,0,0,5,2,3,0,0,5,0,0,822,13,100.3
Firmino,Liverpool,Midfielder,0,0,0,0,13,5,2,6,17,1,1,1,4,2,0,0,176,150,0,0,0,7,0,0,0,0,0,5,3,1,1,0,4,1,0,323,7,43.0
Thiago Alcántara,Liverpool,Midfielder,0,0,0,0,9,3,6,0,40,11,5,5,5,7,1,0,553,508,2,1,12,10,0,0,0,0,0,1,1,0,0,0,0,1,0,604,10,77.9
Fabinho,Liverpool,Midfielder,0,0,0,0,5,1,2,2,74,9,14,8,14,11,1,0,595,549,2,0,9,13,0,0,0,0,0,1,1,0,0,0,1,0,0,849,13,105.5
Morton,Liverpool,Midfielder,0,0,0,0,0,0,0,0,9,4,1,2,1,1,0,0,76,67,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2,23.5
Elliott,Liverpool,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,7.9
Woltman,Liverpool,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4
Bradley,Liverpool,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4
L. Nielsen,Malmö FF,Defender,0,0,0,0,2,0,1,1,27,5,1,28,2,1,2,0,162,140,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,49.1
M. Olsson,Malmö FF,Defender,0,0,0,0,1,1,0,0,8,0,1,17,3,3,0,0,105,82,8,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,284,6,34.5
Larsson,Malmö FF,Defender,0,0,0,0,1,0,1,0,13,0,0,6,5,8,2,0,86,67,5,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,275,4,32
Ahmedhodžić,Malmö FF,Defender,0,0,0,0,0,0,0,0,32,3,3,24,6,0,1,1,225,191,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,413,5,46.3
Brorsson,Malmö FF,Defender,0,0,0,0,0,0,0,0,17,3,1,22,5,2,2,0,163,139,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,448,5,49.9
Moisander,Malmö FF,Defender,0,0,0,0,0,0,0,0,16,3,1,1,1,1,1,0,86,77,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,187,3,22
Eile,Malmö FF,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.8
Čolak,Malmö FF,Forward,0,0,0,0,7,1,5,1,4,0,2,2,11,7,1,0,76,59,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,500,6,63
Abubakari,Malmö FF,Forward,0,0,0,0,2,0,2,0,2,2,0,2,6,4,0,0,33,26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4,15.3
Dahlin,Malmö FF,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,98,52,0,0,13,4,19,8,1,0,3,0,0,0,0,0,0,0,0,315,4,14.2
Diawara,Malmö FF,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,48,0,0,4,0,13,6,0,0,1,0,0,0,0,0,0,0,0,225,3,11.1
Birmančević,Malmö FF,Midfielder,1,0,0,19,5,0,4,1,8,3,3,2,1,10,0,0,92,66,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,356,6,44.6
Christiansen,Malmö FF,Midfielder,0,0,0,0,5,1,3,1,13,0,2,4,3,3,1,0,193,163,12,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,328,4,41.9
Peña,Malmö FF,Midfielder,0,0,0,0,4,2,1,1,12,4,7,2,3,3,1,0,170,138,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,281,5,32.5
Rakip,Malmö FF,Midfielder,0,0,0,0,3,1,2,0,4,3,3,1,12,6,1,0,67,48,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,273,6,35.9
Rieks,Malmö FF,Midfielder,0,0,0,0,3,1,2,0,4,2,2,8,1,1,1,0,68,55,1,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,222,3,27.8
Innocent,Malmö FF,Midfielder,0,0,0,0,1,0,1,0,23,2,12,5,11,7,1,0,225,202,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,496,6,60.1
Nanasi,Malmö FF,Midfielder,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2,12.4
Berget,Malmö FF,Midfielder,0,0,0,0,0,0,0,0,15,1,2,16,3,4,0,0,162,104,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,438,5,53
Lewicki,Malmö FF,Midfielder,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,62,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,2,14.6
Nalić,Malmö FF,Midfielder,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,5,13.6
João Cancelo,Manchester City,Defender,3,0,2,26,11,4,3,4,56,6,3,13,11,4,3,0,668,586,29,6,11,9,0,0,0,0,0,2,2,0,0,0,1,1,0,840,9,100.3
Zinchenko,Manchester City,Defender,1,1,0,3,6,0,2,4,31,2,4,8,5,3,2,0,356,314,13,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,501,8,64.4
Stones,Manchester City,Defender,0,0,0,0,6,1,4,1,33,1,0,8,3,3,1,0,545,523,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,637,8,73.2
Laporte,Manchester City,Defender,0,0,0,0,5,1,4,0,51,1,4,17,4,2,2,0,707,672,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,794,9,90.9
Aké,Manchester City,Defender,0,0,0,0,4,1,3,0,19,3,0,19,3,4,1,0,259,244,0,0,7,6,0,0,0,0,0,1,0,0,1,0,1,0,0,324,6,36.9
Rúben Dias,Manchester City,Defender,0,0,0,0,4,1,0,3,45,1,10,16,6,1,0,0,464,431,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,664,8,83.1
Walker,Manchester City,Defender,0,0,0,0,2,1,0,1,34,1,2,11,3,1,0,1,397,347,11,1,2,7,0,0,0,0,0,1,1,0,0,0,1,0,0,577,7,64.1
Egan-Riley,Manchester City,Defender,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,61,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,10.8
Mbete,Manchester City,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.1
Sterling,Manchester City,Forward,2,0,6,14,17,6,9,2,7,0,3,0,14,10,1,0,206,185,8,1,1,12,0,0,0,0,0,3,2,1,0,0,2,1,0,581,12,71.1
Jesus,Manchester City,Forward,1,0,4,7,9,7,1,1,6,2,1,1,9,3,3,0,131,113,4,0,0,8,0,0,0,0,0,4,4,0,0,0,4,0,0,352,8,41.9
Ferran Torres,Manchester City,Forward,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,8.1
Delap,Manchester City,Forward,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.2
Steffen,Manchester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,0,3,0,3,2,0,0,1,0,0,0,0,0,0,0,0,90,1,4
Ederson,Manchester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,277,0,0,21,0,14,14,0,4,1,0,0,0,0,0,0,0,0,1003,11,51.6
Carson,Manchester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,1,1.1
De Bruyne,Manchester City,Midfielder,4,18,0,14,24,7,9,8,11,0,6,2,9,9,2,0,397,334,41,11,18,10,0,0,0,0,0,2,1,0,1,0,2,0,0,734,10,95.5
Bernardo Silva,Manchester City,Midfielder,3,2,3,18,7,4,2,1,25,4,5,5,10,6,0,0,462,427,17,4,5,11,0,0,0,0,0,3,0,3,0,0,3,0,0,878,11,120.3
